code,score,image_url,synopsis,show_titles,popularity,members,scored_by,type,rating,premiered,studios,genres
451,7.8,https://cdn.myanimelist.net/images/anime/1658/95332.jpg,"Izayoi and Inu no Taishou, Inuyasha's parents, are having problems with a human named Setsuna no Takemaru. Sou'unga a magical sword that has been sealed away for 700 years is found. Now everyone is after the sword and its powers but it seems the sword has something else in mind. (Source: ANN)",InuYasha Movie 3: Tenka Hadou no Ken;;Inu Yasha: Tenka Hadou no Ken;;InuYasha: The Sword of the World Conquest;;The Sword That Rules Over the Empires,1629,77042,42158,Movie,PG-13 - Teens 13 or older,Not available,Sunrise,action;adventure;comedy;historical;demons;supernatural;drama;magic;romance;fantasy;shounen
19613,7.79,https://cdn.myanimelist.net/images/anime/7/75648.jpg,"The first movie in a trilogy, focusing on the battle against the Takahashi brothers.",New Initial D Movie: Legend 1 - Kakusei;;Shin Gekijouban Initial D: Legend 1 - Kakusei,3364,22091,10472,Movie,PG-13 - Teens 13 or older,Not available,SANZIGEN;LIDENFILMS,action;cars;seinen;sports
1818,7.79,https://cdn.myanimelist.net/images/anime/3/21834.jpg,"When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys. As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore. [Written by MAL Rewrite]",Claymore,194,522581,254888,TV,R+ - Mild Nudity,Spring 2007,Madhouse,action;adventure;super power;demons;supernatural;fantasy;shounen
24893,7.78,https://cdn.myanimelist.net/images/anime/11/72712.jpg,"Having narrowly avoided the collision with the asteroid, the Sidonia sets a course for the Lem system in order to wipe out the Gauna nest. (Source: Polygon Pictures)",Sidonia no Kishi: Daikyuu Wakusei Seneki;;Knights of Sidonia: War of the Ninth Planet;;Sidonia no Kishi: Dai-kyuu Wakusei Seneki,1318,99577,53408,TV,R - 17+ (violence & profanity),Spring 2015,Polygon Pictures,action;sci-fi;space;mecha;seinen
80,7.79,https://cdn.myanimelist.net/images/anime/5/88524.jpg,"It is year 0079 of the Universal Century. Mankind has moved to space, living in colony clusters known as ""Sides."" One of these Sides declares itself the ""Principality of Zeon"" and declares war on the Earth Federation, the governmental body currently ruling Earth. Using powerful humanoid robots known as ""mobile suits,"" Zeon quickly gains the upper hand. Nine months into the conflict, the Earth Federation has developed its own powerful mobile suit called the Gundam. When Zeon launches an attack on the colony holding the Gundam, a 15-year-old civilian named Amuro Ray suddenly finds himself thrown into a conflict that will take him all across Earth and space, pitting him against the enemy's ace pilot, Char Aznable. [Written by MAL Rewrite]",Mobile Suit Gundam;;First Gundam;;Mobile Suit Gundam: 0079;;MSG;;Kidou Senshi Gundam,1410,92746,39335,TV,PG-13 - Teens 13 or older,Spring 1979,Sunrise,action;military;sci-fi;space;mecha
38088,8.19,https://cdn.myanimelist.net/images/anime/1654/104884.jpg,New Digimon Adventure movie commemorating 20th Anniversary.,Digimon Adventure: Last Evolution Kizuna,3471,20841,4309,Movie,None,Not available,Yumeta Company,action;adventure;comedy;drama
13119,7.77,https://cdn.myanimelist.net/images/anime/12/71796.jpg,Second part of two Hakuouki movies.,Hakuouki Movie 2: Shikon Soukyuu;;Hakuoki Movie 2;;Hakuouki Shinsengumi Kitan Movie 2,3782,17331,5309,Movie,PG-13 - Teens 13 or older,Not available,Studio Deen,action;historical;supernatural;drama;samurai;josei
35798,7.8,https://cdn.myanimelist.net/images/anime/12/90104.jpg,"In the film's story, there is a sudden explosion at Tokyo Summit's giant Edge of Ocean facility. The shadow of Tooru Amuro, who works for the National Police Agency Security Bureau as Zero, appears at the site. In addition, the ""triple-face"" character is known as Rei Furuya as a detective and Kogorou Mouri's apprentice, and he is also known as Bourbon as a Black Organization member. Kogorou is arrested as a suspect in the case of the explosion. Conan conducts an investigation to prove Kogorou's innocence, but Amuro gets in his way. (Source: ANN)",Detective Conan Movie 22: Zero The Enforcer;;Meitantei Conan: Zero no Shikkounin;;Detective Conan Movie 22: Zero's Executioner,3904,16206,7959,Movie,PG-13 - Teens 13 or older,Not available,TMS Entertainment,action;drama;mystery;police
1473,7.78,https://cdn.myanimelist.net/images/anime/7/50531.jpg,"Ryo Saeba is back as the City Hunter, a ""sweeper"" (private detective) working on the streets of Tokyo. He and sidekick Kaori Makimura are hired to solve the problems of desperate people. When Ryo is not using his sharp shooting skills against bad guys, he's aiming his sites on pretty ladies. Kaori uses a giant anti-ecchi hammer to make sure he behaves. (Source: ANN)",City Hunter '91;;City Hunter 4,4177,13712,5719,TV,PG-13 - Teens 13 or older,Spring 1991,Sunrise,action;comedy;mystery;shounen
23249,7.79,https://cdn.myanimelist.net/images/anime/2/67623.jpg,"2199 AD. Yamato tried to leave behind the Large Magellanic Cloud galaxy, after receiving a ""Cosmo Reverse System"" at its destination, Iscandar. However, suddenly, it encounters a mysterious group at the edge of the Large Magellanic Cloud. The crew finds out that the group is called the ""Gatlantis,"" and that its leader is the Gutaba expeditionary force commander who calls himself ""Goran Dagaamu of Thunder."" The commander demands that Yamato be handed over to him. Yamato, wanting to hurry to Earth, escapes the fray. However, Yamato is attacked by a devastating beam weapon called the ""Flame Direct Attack Cannon"" that can transcend space. Yamato was able to retreat, but ends up getting lost, and finds itself in a strangely colored irregular dimension. The crew decides to turn off the engine on the ship, and explore a mysterious planet. In order to collect information, Kodai, Kiryū, Sawamura, Niimi, and Aihara land on the planet. What they saw when they arrived was a ship that was not supposed to be there. Dagaamu chases after the traces of Yamato's warp, and also reaches the strangely colored space. The planet on which Yamato landed was in fact what Dagaamu had been looking for all along. (Source: ANN)",Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune;;Uchuu Senkan Yamato 2199: Hoshi-Meguru Hakobune;;Space Battleship Yamato 2199: Odyssey of the Celestial Ark,4637,10701,4129,Movie,PG-13 - Teens 13 or older,Not available,Xebec,action;military;sci-fi;space;drama
31478,7.78,https://cdn.myanimelist.net/images/anime/3/79409.jpg,"For weeks, Atsushi Nakajima's orphanage has been plagued by a mystical tiger that only he seems to be aware of. Suspected to be behind the strange incidents, the 18-year-old is abruptly kicked out of the orphanage and left hungry, homeless, and wandering through the city. While starving on a riverbank, Atsushi saves a rather eccentric man named Osamu Dazai from drowning. Whimsical suicide enthusiast and supernatural detective, Dazai has been investigating the same tiger that has been terrorizing the boy. Together with Dazai's partner Doppo Kunikida, they solve the mystery, but its resolution leaves Atsushi in a tight spot. As various odd events take place, Atsushi is coerced into joining their firm of supernatural investigators, taking on unusual cases the police cannot handle, alongside his numerous enigmatic co-workers. [Written by MAL Rewrite]",Bungou Stray Dogs;;Literary Stray Dogs,116,693034,333623,TV,R - 17+ (violence & profanity),Spring 2016,Bones,action;comedy;mystery;seinen;super power;supernatural
28907,7.76,https://cdn.myanimelist.net/images/anime/8/76222.jpg,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion. Three months after the attack, Youji has been tasked with leading a special recon team, as part of a JSDF task force, that will be sent to the world beyond the gate—now being referred to as the ""Special Region."" They must travel into this unknown world in order to learn more about what they are dealing with and attempt to befriend the locals in hopes of creating peaceful ties with the ruling empire. But if they fail, they face the consequence of participating in a devastating war that will engulf both sides of the gate. [Written by MAL Rewrite]","Gate: Jieitai Kanochi nite, Kaku Tatakaeri;;Gate: Thus the JSDF Fought There!",165,568589,315887,TV,R - 17+ (violence & profanity),Summer 2015,A-1 Pictures,action;adventure;fantasy;military
154,7.78,https://cdn.myanimelist.net/images/anime/4/18990.jpg,"A battle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power. During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader. Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory. [Written by MAL Rewrite]",Shaman King,454,282938,149083,TV,PG-13 - Teens 13 or older,Summer 2001,Xebec,action;adventure;comedy;super power;supernatural;shounen
317,7.77,https://cdn.myanimelist.net/images/anime/1/317.jpg,"Two years ago, the world was changed forever. The young Cloud Strife and his band of friends may have defeated Sephiroth and thwarted his plan to crash a giant meteor into the Earth, but this victory was not without great cost. The highly populated city of Midgar was nearly ripped apart in the conflict. Fortunately, many of the city's citizens were able to evacuate to safety, and in the years afterward have formed a new home called Edge. Final Fantasy VII: Advent Children revolves around Cloud and Tifa as they try to make new lives for themselves, as well as for those around them, in this new city. Together they run a courier service, and tend to their mutual friend Barret’s adopted daughter Marlene and a young orphan by the name of Denzel. Denzel, Cloud, and scores of children are suffering from a mysterious new illness called ""Geostigma."" The children of the city have one other threat looming over their heads—a trio of powerful men are kidnapping infected kids for unknown reasons. Cloud is determined to save these young ones, not only from Geostigma, but from the kidnappers as well. He has no idea, however, that these men share a link to his old enemy, Sephiroth, and Cloud’s quest to vanquish them will bring him back into conflict with the demons of his past. If there is any hope in conquering these threats, it lays within the bonds of friendship between Cloud and his allies who saved the world once, and now must do so again.",Final Fantasy VII: Advent Children;;Final Fantasy 7: Advent Children,724,186882,128306,Movie,PG-13 - Teens 13 or older,Not available,Square Enix,action;super power;fantasy
36028,7.8,https://cdn.myanimelist.net/images/anime/1145/90880.jpg,"In Hokkaido, the far northern lands of Japan, Sugimoto survived the Russo-Japanese war of the Meiji era. Nicknamed ""Sugimoto the Immortal"" during the war, he now seeks the riches promised by the gold rush in hopes of saving the widowed wife of his now deceased comrade from the war. During his hunt of gold, he finds hints of a hidden stash of gold by corrupt criminals. Partnering with an Ainu girl that saves his life from the harsh climates of the north, they venture into a survival adventure to race against the criminals that seek the hidden stash. (Source: MangaUpdates)",Golden Kamuy,732,186238,73710,TV,R - 17+ (violence & profanity),Spring 2018,Geno Studio,action;adventure;historical;seinen
10218,7.77,https://cdn.myanimelist.net/images/anime/12/62179.jpg,"In the Kingdom of Midland, a mercenary named Guts wanders the land, preferring a life of conflict over a life of peace. Despite the odds never being in his favor, he is an unstoppable force that overcomes every opponent, wielding a massive sword larger than himself. One day, Griffith, the mysterious leader of the mercenary group Band of the Hawk, witnesses the warrior's battle prowess and invites the wandering swordsman to join his squadron. Rejecting the offer, Guts challenges Griffith to a duel—and, much to the former's surprise, is subsequently defeated and forced to join. Now, Guts must fight alongside Griffith and his crew to help Midland defeat the Empire of Chuder. However, Griffith seems to harbor ulterior motives, desiring something much larger than just settling the war... [Written by MAL Rewrite]",Berserk: Ougon Jidai-hen I - Haou no Tamago;;Berserk Movie;;Berserk Saga;;Berserk: Golden Age Arc I - Egg of the Supreme Ruler;;The Golden Age Arc I: The High King's Egg,883,156464,100858,Movie,R+ - Mild Nudity,Not available,Studio 4°C,action;military;adventure;demons;supernatural;fantasy;seinen
32370,7.77,https://cdn.myanimelist.net/images/anime/12/80766.jpg,"Despite the recent Akuma attack, the members of the Black Order are in high spirits as they set about moving to a new base. Immediately upon his arrival, however, Allen Walker is suddenly called by the Central Agency and has his arm forcefully sealed by the Order. He is then led to a surprising meeting with his master, General Cross Marian, who reveals staggering secrets surrounding the enigmatic 14th Noah. A phantom thief incident, the arrival of a mysterious group of Exorcists, the death of an important comrade, and an all-out battle against the Noah Family—just what does this mean for Allen, Yuu Kanda, and the rest of the Order? This is but the beginning of a series of strange, seemingly unconnected events that lead to something far greater. [Written by MAL Rewrite]",D.Gray-man Hallow,921,149313,59621,TV,R - 17+ (violence & profanity),Summer 2016,TMS Entertainment,action;adventure;super power;demons;shounen
479,7.77,https://cdn.myanimelist.net/images/anime/8/20596.jpg,"Unbeknownst to most humans, a bizarre tournament is held to decide the next ruler of the Heavenly World. In this tournament, 100 Heavenly Beings known as the ""God Candidates"" are required to search among the middle school students on Earth, and transfer their powers to a student of their choice. The chosen ones will then battle each other, representing their God Candidates. The victor of this tournament will be awarded the ""Blank Talent""—allowing them to choose any one unique ability they so desire—while the God Candidate they represent will obtain the position of ""God"" and become the king of the Heavenly World. Participating in this grand tournament is Kousuke Ueki, a middle school student who is given the power to turn trash into trees by his homeroom teacher, Kobayashi. Despite the concerns of his classmate, Ai Mori, Ueki embarks on a journey to pursue his own sense of justice after witnessing the people around him misusing their powers for selfish purposes. But as he encounters talented power users such as Seiichirou Sano, Rinko Jerrard, Robert Haydn, and Hideyoshi Soya, he realizes that achieving his goal might be harder than it seems. [Written by MAL Rewrite]",Ueki no Housoku,1387,94329,38283,TV,PG-13 - Teens 13 or older,Spring 2005,Studio Deen,action;adventure;comedy;super power;supernatural;drama;shounen
13203,7.78,https://cdn.myanimelist.net/images/anime/9/73347.jpg,"Many people are falling prey to a suspicious new religion. Lupin III infiltrates this group, hoping to steal the treasure their leader keeps hidden. There he lays eyes on the beautiful, bewitching woman who has the leader enthralled. This is the story of how fashionable female thief Fujiko Mine first met Lupin III, the greatest thief of his generation. (Source: ANN)",Lupin the Third: Mine Fujiko to Iu Onna;;Lupin the Third: The Woman Called Fujiko Mine;;Lupin III;;Lupin III~Mine Fujiko to Iu Onna~,2280,45974,17315,TV,R+ - Mild Nudity,Spring 2012,TMS Entertainment,action;adventure;comedy;ecchi;samurai;seinen
33350,7.77,https://cdn.myanimelist.net/images/anime/6/80129.jpg,"Based on the Chinese manhua. Requiem Street, where evil spirits are attracted to in order to destroy them. A place where spirits and humans co-exist, not all humans can enter Requiem Street. Only those rare-soul users with guardian spirits can enter. Xia Ling was just a normal university intern, but a meeting by chance changes her ordinary life... In this world full of evil spirits, can you cooperate with your guardian spirit in order to survive? (Source: MU)",Zhen Hun Jie;;Requiem Street,3752,17606,4120,ONA,PG-13 - Teens 13 or older,Not available,L²Studio,action;supernatural
16870,7.76,https://cdn.myanimelist.net/images/anime/10/67631.jpg,"Two years have passed since the end of the Fourth Great Ninja War. Konohagakure has remained in a state of peace and harmony—until Sixth Hokage Kakashi Hatake notices the moon is dangerously approaching the Earth, posing the threat of planetary ruin. Amidst the grave ordeal, the Konoha is invaded by a new evil, Toneri Oosutuski, who suddenly abducts Hinata Hyuuga's little sister Hanabi. Kakashi dispatches a skilled ninja team comprised of Naruto Uzumaki, Sakura Haruno, Shikamaru Nara, Sai, and Hinata in an effort to rescue Hanabi from the diabolical clutches of Toneri. However, during their mission, the team faces several obstacles that challenge them, foiling their efforts. With her abduction, the relationships the team share with one another are tested, and with the world reaching the brink of destruction, they must race against time to ensure the safety of their planet. Meanwhile, as the battle ensues, Naruto is driven to fight for something greater than he has ever imagined—love. [Written by MAL Rewrite]","The Last: Naruto the Movie;;Naruto Movie 10: Naruto the Movie: The Last,Naruto: Shippuuden Movie 7 - The Last",405,310004,199010,Movie,PG-13 - Teens 13 or older,Not available,Studio Pierrot,action;super power;romance;martial arts;shounen
6033,7.75,https://cdn.myanimelist.net/images/anime/6/14065.jpg,"Five years after the events of Dragon Ball, martial arts expert Gokuu is now a grown man married to his wife Chi-Chi, with a four-year old son named Gohan. While attending a reunion on Turtle Island with his old friends Master Roshi, Krillin, Bulma and others, the festivities are interrupted when a humanoid alien named Raditz not only reveals the truth behind Gokuu's past, but kidnaps Gohan as well. With Raditz displaying power beyond anything Gokuu has seen before, he is forced to team up with his old nemesis, Piccolo, in order to rescue his son. But when Gokuu and Piccolo reveal the secret of the seven mystical wish-granting Dragon Balls to Raditz, he informs the duo that there is more of his race, the Saiyans, and they won’t pass up an opportunity to seize the power of the Dragon Balls for themselves. These events begin the saga of Dragon Ball Kai, a story that finds Gokuu and his friends and family constantly defending the galaxy from increasingly more powerful threats. Bizarre, comical, heartwarming and threatening characters come together in a series of battles that push the powers and abilities of Gokuu and his friends beyond anything they have ever experienced.",Dragon Ball Kai;;Dragonball Kai;;DBK;;DB Kai;;DBZ Kai,537,248230,144303,TV,PG-13 - Teens 13 or older,Spring 2009,Toei Animation,action;adventure;comedy;fantasy;martial arts;shounen;super power
31764,7.75,https://cdn.myanimelist.net/images/anime/11/79531.jpg,"Ikta Solork is a carefree young man who only wants two things in life: a woman on his arm and a place to nap. Unfortunately, his peaceful life is destroyed when war breaks out between the Katjvarna Empire and the neighboring Republic of Kioka. Ikta and his childhood friend, Yatorishino Igsem, join the army as military officers, where they meet the infantryman Matthew Tetojirichi, the sniper Torway Remion, and the medic Haroma Becker on a boat heading for the military exam site. However, after a rogue storm sinks their vessel, the five of them end up in enemy territory near a military outpost. There, they discover that the heir to the Katjvarnan throne, Princess Chamille Kitora Katjvanmaninik, has been taken hostage. The five are able to rescue her, and as a reward, each one of them is granted the title of Imperial Knight—one of the highest honors a soldier can receive. It seems that Ikta will have to put his dream of tranquility on hold, as he must now become the hero he never wanted to be. [Written by MAL Rewrite]",Nejimaki Seirei Senki: Tenkyou no Alderamin,565,235537,117353,TV,R - 17+ (violence & profanity),Summer 2016,Madhouse,action;adventure;fantasy;military
37442,7.75,https://cdn.myanimelist.net/images/anime/1819/97220.jpg,"""Could you become my teacher?"" Following the incident in the Southeast Asia Union (SEAUn) in 2116, Shinya Kogami resumes his vagrant journey. In a small South Asian nation, Kogami rescues a bus of refugees under attack by armed guerrilla forces. Among the refugees is a young lady by the name of Tenzin, who begs Kogami to teach her how to retaliate against the enemy. Just what do the girl who wishes for revenge and the man who has exacted revenge see as they gaze upon the edge of a world from which there is no escape? (Source: Official Website, translated by Edo)",Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿;;Psycho-Pass SS Case 3: Onshuu no Kanata ni;;Psycho-Pass SS Case 3: Vengeance's Horizon,2136,51584,18158,Movie,R - 17+ (violence & profanity),Not available,Production I.G,action;sci-fi;police;psychological
1092,7.78,https://cdn.myanimelist.net/images/anime/5/75774.jpg,"The One Year War comes to a close, as the Zeon forces now retreat back into space. Amuro learns much more of his Newtype abilities and tries to use them the best way he can. He's pushed to his limit as he encounters the infamous Char Aznable once again. He also falls in love with a mysterious woman named Lalah Sune, who knows the full potential of the Newtype abilities. The greatest battle is about to begin, as many loved ones fall to the power of war. Can the Earth Federation defeat the Principality of Zeon? Or will they fail? Can Char prove that he's the better Newtype than Amuro? They all will be answered now... (Source: Otakufreakmk2)",Mobile Suit Gundam III: Encounters in Space;;Kidou Senshi Gundam III: Meguriai Sora Hen;;Kidou Senshi Gundam III: Meguriai Uchuu Hen;;Mobile Suit Gundam Movie 3,3413,21566,12288,Movie,PG-13 - Teens 13 or older,Not available,Sunrise,action;military;sci-fi;adventure;space;drama;mecha
42498,8.12,https://cdn.myanimelist.net/images/anime/1188/108563.jpg,Fifth part of Douluo Dalu.,Douluo Dalu: Xiaowu Juebie;;Douluo Dalu 5th Season;;Douluo Dalu 1st Season Part 5;;Soul Land 5th Season,8165,2410,679,ONA,PG-13 - Teens 13 or older,Not available,Sparkly Key Animation Studio,action;adventure;historical;romance;martial arts;fantasy
6702,7.72,https://cdn.myanimelist.net/images/anime/5/18179.jpg,"In the mystical land of Fiore, magic exists as an essential part of everyday life. Countless magic guilds lie at the core of all magical activity, and serve as venues for like-minded mages to band together and take on job requests. Among them, Fairy Tail stands out from the rest as a place of strength, spirit, and family. Lucy Heartfilia is a young mage searching for celestial gate keys, and her dream is to become a full-fledged wizard by joining this famous guild. In her search, she runs into Natsu Dragneel and his partner Happy, who are on a quest to find Natsu's foster father, the dragon Igneel. Upon being tricked by a man, Lucy falls under an abduction attempt, only to be saved by Natsu. To her shock, he reveals that he is a member of Fairy Tail and invites her to join them. There, Lucy meets the guild's strange members, such as the ice wizard Gray Fullbuster and magic swordswoman Erza Scarlet. Together as a family, they battle the forces of evil, help those in need, and gain new friends, all the while enjoying the never-ending adventure that is Fairy Tail. [Written by MAL Rewrite]",Fairy Tail,27,1228744,629945,TV,PG-13 - Teens 13 or older,Fall 2009,Satelight;A-1 Pictures,action;adventure;comedy;magic;fantasy;shounen
21339,7.75,https://cdn.myanimelist.net/images/anime/8/71793.jpg,"Due to the incredible success of the Sibyl System, Japan has begun exporting the technology to other countries with the hope that it will one day be used all around the world. In order to test its effectiveness in a foreign location, the war-torn state of the South East Asian Union (SEAUn) decides to implement the system, hoping to bring peace and stability to the town of Shambala Float and keep the population in check. However, a group of anti-Sibyl terrorists arrive in Japan, and the Ministry of Welfare's Public Safety Bureau discovers significant evidence that the invaders are being aided by Shinya Kougami, a former Enforcer who went rogue. Because of their past relationship, Akane Tsunemori is sent to SEAUn to bring him back, but with their last meeting years in the past, their reunion might not go quite as planned. [Written by MAL Rewrite]",Psycho-Pass Movie;;Psychopath Movie,672,201599,100368,Movie,R - 17+ (violence & profanity),Not available,Production I.G,action;military;police;sci-fi
26,7.76,https://cdn.myanimelist.net/images/anime/3/18165.jpg,"Texhnolyze takes place in the city of Lux, a man-made underground city that has crumbled after years of neglect and lack of repairs. Citizens of Lux have come to refer to their home as simply ""The City"" and treat it as though it has a mind and will of its own. Three major factions battle to control Lux: Organo, a group of ""professionals"" who collaborate with the criminal underworld that controls Texhnolyze (prosthetics), the Salvation Union, a populist group that seeks to disrupt Organo's business, and Racan, a collection of young individuals with Texhnolyzes that use their abilities for personal gain. Ichise was once an orphan who has made a place for himself in Lux as a prize fighter. One day, a fight promoter grows angry with him and the altercation that follows results in Ichise losing an arm and a leg. Before death can take him, Ichise is found by the scientist Eriko Kamata, who uses him as a test subject for her newly designed Texhnolyze. With these powerful new limbs at his disposal, Ichise begins to work for Oonishi, the leader of Organo. He soon meets a mysterious young girl, Ran, who has the power to see possible futures. Together, they soon realize that Lux is on the brink of war and collapse, and that they may be the only ones who can save The City.",Texhnolyze;;Technolyze,786,174531,39301,TV,R+ - Mild Nudity,Spring 2003,Madhouse,action;sci-fi;psychological;drama
4192,7.75,https://cdn.myanimelist.net/images/anime/11/75212.jpg,"Hayate Ayasaki's misfortune continues to hand him the short end of the stick. Now settled into his routine at the Sanzenins' mansion and Hakuou Academy, the butler continues to work as hard as ever in caring for his young mistress Nagi while studying the school's grueling curriculum—all on top of trying his best to survive the multitude of troubles that life relentlessly pushes onto him. The unintentional chick magnet's life is far from quiet, forced to deal not only with Nagi's yet unnoticed infatuation with him, but also the evergrowing string of accidentally seduced girls—most notably, the exceptionally plain Ayumu Nishizawa, a friend of his before he became a butler, and the diligent Hinagiku Katsura, Hakuou's student council president. While one struggles to gain his affection and the other desperately tries to deny her own, both the girls are going to make the boy's life a little more complicated than it already is. [Written by MAL Rewrite]",Hayate no Gotoku!!;;Hayate the Combat Butler Season 2,1352,96876,47550,TV,PG-13 - Teens 13 or older,Spring 2009,J.C.Staff,action;harem;comedy;parody;romance;shounen
8514,7.75,https://cdn.myanimelist.net/images/anime/2/68081.jpg,Second Break Blade movie.,Break Blade 2: Ketsubetsu no Michi;;Breaker Blade 2;;Break Blade 2: The Split Path,1999,56609,35206,Movie,R - 17+ (violence & profanity),Not available,Production I.G;Xebec,action;fantasy;mecha;military;shounen
5074,7.75,https://cdn.myanimelist.net/images/anime/10/53907.jpg,"Following the Ryunka disaster, Tokyo is left in a period of social turmoil. To make matters worse, the group of aliens directly responsible for the catastrophic event have escaped from the Space Federation and are hiding on Earth. Still sharing a body, Space Federation officer Birdy Cephon Altera, and high schooler, Tsutomu Senkawa, are tasked with capturing the fugitives and bringing them to justice. However, an unexpected crisis develops when the outlaws become targets of an unknown assassin with a vendetta. Now Birdy must deal with the chaos of everyday life and also uncover the identity of the assassin before more escapees fall victim. [Written by MAL Rewrite]",Tetsuwan Birdy Decode:02;;Tetsuwan Birdy Decode 2nd Season,2349,43540,20675,TV,R - 17+ (violence & profanity),Winter 2009,A-1 Pictures,action;sci-fi;comedy
34544,7.74,https://cdn.myanimelist.net/images/anime/1749/99713.jpg,"The movie is a continuation of the story from the original series that takes place half a year later. The original team joins an alliance to help take back the area around Unato Castle, however things do not go as planned. Will Ikoma and his friends be able to survive, or will they fall to the hordes of Kabane?",Koutetsujou no Kabaneri Movie 3: Unato Kessen,1730,70175,29691,Movie,R - 17+ (violence & profanity),Not available,Wit Studio,action;horror;supernatural;drama;fantasy
32551,7.73,https://cdn.myanimelist.net/images/anime/4/82612.jpg,"Taichi and friends can't hide how disturbing it was that something suddenly went wrong with Meicoomon, causing her to destroy Leomon and disappear beyond the distortion. ""If Meicoomon was infected, I want to find out what caused it. Were there any signs it had happened? And when in the world did it occur?"" Faced with a situation beyond imagination, Koushirou struggles to come up with some countermeasure. But with no effective means at his disposal, he ends up grilling Meiko for information. ""Please remember. I need information if I'm going to find out what's behind the infection."" Meiko hangs her head, unable to offer any answer... Agumon and the others had been quarantined in Koushirou's office to protect against infection, but Patamon starts showing signs of it anyway... At the same time, Agumon and the others are informed via the voice dwelling within Hikari about an important secret concerning the Digital World. ""The time... draws near..."" Then during the battle against Meicoomon when she shows up again, said ""time"" arrives. Taichi and friends agonize over the revealed secret. As the feelings of each of them intertwine, they arrive at a certain determination... ""If we wait around for 'someday', before you know it we'll find ourselves having grown up."" The adventure now evolves once again... (Source: Official website)",Digimon Adventure tri. 3: Kokuhaku;;Digimon tri. 3,1958,58252,30468,Movie,PG-13 - Teens 13 or older,Not available,Toei Animation,action;adventure;comedy;drama
32863,7.74,https://cdn.myanimelist.net/images/anime/1807/96939.jpg,"Shorts of Ansatsu Kyoushitsu (TV) 2nd Season which adapt chapters of the manga which are not in the TV series. The adapted chapters are 78 (""Takebayashi no Jikan"") and 79 (""Shihaisha no Jikan, Ni Jikanme""), which are published in the ninth manga volume.",Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen;;Assassination Classroom: Extracurricular Lesson,2306,45133,14663,ONA,PG-13 - Teens 13 or older,Not available,Lerche,action;comedy;school;shounen
36702,7.75,https://cdn.myanimelist.net/images/anime/1710/95650.jpg,"Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members. [Written by MAL Rewrite]",Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,2473,39526,8225,Movie,R - 17+ (violence & profanity),Not available,Wit Studio,action;drama;fantasy;shounen;super power
6213,7.73,https://cdn.myanimelist.net/images/anime/8/53581.jpg,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun."" When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be. Toaru Kagaku no Railgun focuses on Mikoto and her friends—and the dangerous situations they find themselves in—as they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city."" [Written by MAL Rewrite]",Toaru Kagaku no Railgun;;Toaru Kagaku no Choudenjihou,265,433788,202767,TV,PG-13 - Teens 13 or older,Fall 2009,J.C.Staff,action;sci-fi;super power
